GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
102,0,0,6260.006836,18928.74219,18923.85303,6262.993164,6262.993164,0,0,0,0,0,0,0,0,0,0,18887.66895,0,0,0,0,0,0,6251.248535,0,231590.2974,334943.7725,869627.2306,253121.9404,126615.8066,189838.1509,3501.633697
96,7.31E+08,7.87E+08,6.37E+08,6.76E+08,6.67E+08,5.55E+08,4.47E+08,4.04E+08,3.24E+08,3.65E+08,2.52E+08,2.23E+08,3.14E+08,3.41E+08,3.25E+08,4.29E+08,5.74E+08,5.57E+08,5.89E+08,5.46E+08,5.40E+08,4.87E+08,4.01E+08,3.47E+08,2.74E+08,2.02E+08,1.13E+08,8.51E+07,9.36E+07,9.02E+07,5.54E+07,5.56E+07,8.51E+07
105,6.55E+07,6.97E+07,5.23E+07,5.16E+07,5.08E+07,4.52E+07,4.66E+07,5.53E+07,5.21E+07,5.52E+07,4.59E+07,3.90E+07,3.52E+07,2.88E+07,2.48E+07,2.84E+07,3.01E+07,2.90E+07,3.20E+07,3.76E+07,4.29E+07,4.43E+07,3.67E+07,2.44E+07,2.36E+07,1.28E+07,9167221.065,2.02E+07,2.32E+07,1.74E+07,1.65E+07,2.11E+07,4856688.261
109,126004.0049,119658.1504,214167.7456,257760.4219,295371.4463,119420.6865,100654.6553,37735.4834,31308.68457,31326.6123,43795.77002,43767.69482,0,0,0,0,37706.13574,181877.2271,106873.5225,69011.3833,25120.67285,18871.84863,0,0,27829.20899,289138.8306,2.70E+07,5.85E+07,3.90E+07,3.79E+07,1.73E+07,8023692.573,4655278.448
103,6301.893066,12688.41943,12688.41943,31576.84766,326667.8678,101550.5957,184177.585,649181.5581,649175.7354,623778.1499,534604.7588,18888.14209,44421.03662,0,0,0,6358.895508,6370.594727,12741.18945,12715.66748,6370.594727,0,0,6360.975098,12723.88965,197414.5366,9595881.798,1.39E+07,1.94E+07,1.58E+07,1.55E+07,7389898.241,9234785.494
113,0,0,18591.13477,18633.67285,87105.47412,6210.05127,0,24839.12451,26931.94439,20688.60609,8268.575816,0,12434.99463,0,0,0,86851.67139,93131.75537,80718.19824,68359.05176,24849.91748,0,0,0,9668.391234,18661.99512,1952669.423,1.53E+07,3020928.811,1894895.35,686823.6219,99569.22021,149233.9399
119,1.43E+08,1.44E+08,1.11E+08,1.16E+08,1.00E+08,7.92E+07,9.51E+07,1.18E+08,1.17E+08,1.34E+08,1.23E+08,1.18E+08,9.66E+07,7.60E+07,6.53E+07,6.77E+07,7.34E+07,7.32E+07,7.81E+07,8.58E+07,1.05E+08,8.96E+07,7.70E+07,6.57E+07,5.90E+07,3.43E+07,3.80E+07,5.43E+07,4.92E+07,3.94E+07,5.25E+07,5.60E+07,2.37E+07
120,2.10E+09,1.81E+09,1.73E+09,1.72E+09,1.53E+09,1.56E+09,1.49E+09,1.38E+09,1.31E+09,1.66E+09,1.21E+09,1.23E+09,1.43E+09,1.32E+09,1.18E+09,1.25E+09,1.34E+09,1.38E+09,1.47E+09,1.33E+09,1.38E+09,1.35E+09,1.13E+09,7.75E+08,6.94E+08,6.19E+08,4.95E+08,6.74E+08,8.16E+08,7.45E+08,2.76E+08,2.47E+08,6.65E+07
115,2.73E+08,2.61E+08,2.06E+08,2.08E+08,1.71E+08,1.62E+08,1.89E+08,2.13E+08,1.93E+08,2.15E+08,1.84E+08,1.61E+08,1.39E+08,1.12E+08,1.09E+08,1.29E+08,1.44E+08,1.79E+08,1.92E+08,1.33E+08,1.28E+08,1.10E+08,7.62E+07,4.05E+07,2.88E+07,1.71E+07,3.52E+07,8.66E+07,1.46E+08,1.38E+08,1.70E+08,1.80E+08,1.38E+08
117,6.16E+08,5.62E+08,5.37E+08,6.14E+08,5.20E+08,5.95E+08,6.20E+08,5.44E+08,4.43E+08,4.83E+08,3.75E+08,3.30E+08,2.50E+08,1.68E+08,1.53E+08,1.80E+08,2.16E+08,3.40E+08,3.58E+08,2.12E+08,1.98E+08,1.50E+08,9.80E+07,6.48E+07,5.53E+07,3.83E+07,1.30E+08,2.87E+08,4.11E+08,4.05E+08,4.04E+08,3.73E+08,3.25E+08
